gender,race_ethn,year,age,m_i.med,m_i.lwr,m_i.upr
Female,white,2021,50,5.4e-7,4e-7,7e-7
Female,white,2021,55,3.8e-7,2.7e-7,5.1e-7
Female,white,2021,60,2.5e-7,1.7e-7,3.6e-7
Female,white,2021,65,1.8e-7,1.1e-7,2.7e-7
Female,white,2021,70,1.2e-7,6e-8,2e-7
Female,white,2021,75,1.9e-7,1.1e-7,2.9e-7
Female,white,2021,80,2.3e-7,1.4e-7,3.7e-7
Female,white,2022,0,2e-8,0,6e-8
Female,white,2022,1,3e-8,1e-8,7e-8
Female,white,2022,5,4e-8,1e-8,9e-8
Female,white,2022,10,4e-8,1e-8,9e-8
Female,white,2022,15,1.5e-7,9e-8,2.3e-7
Female,white,2022,20,4.1e-7,2.9e-7,5.6e-7
Female,white,2022,25,6.9e-7,5.2e-7,8.9e-7
Female,white,2022,30,7.9e-7,6e-7,1e-6
Female,white,2022,35,7.9e-7,6.1e-7,1.01e-6
Female,white,2022,40,8.9e-7,6.9e-7,1.12e-6
Female,white,2022,45,6.5e-7,4.8e-7,8.4e-7
Female,white,2022,50,5.6e-7,4.2e-7,7.3e-7
Female,white,2022,55,4e-7,2.9e-7,5.4e-7
Female,white,2022,60,2.7e-7,1.8e-7,3.8e-7
Female,white,2022,65,1.8e-7,1.1e-7,2.8e-7
Female,white,2022,70,1.3e-7,7e-8,2.1e-7
Female,white,2022,75,2e-7,1.1e-7,3.1e-7
Female,white,2022,80,2.4e-7,1.4e-7,3.8e-7
Female,white,2023,0,2e-8,0,7e-8
Female,white,2023,1,3e-8,1e-8,7e-8
Female,white,2023,5,5e-8,2e-8,1e-7
Female,white,2023,10,5e-8,2e-8,9e-8
Female,white,2023,15,1.6e-7,1e-7,2.5e-7
Female,white,2023,20,4.4e-7,3.1e-7,6e-7
Female,white,2023,25,7.5e-7,5.7e-7,9.6e-7
Female,white,2023,30,8.5e-7,6.5e-7,1.08e-6
Female,white,2023,35,8.6e-7,6.6e-7,1.09e-6
Female,white,2023,40,9.6e-7,7.4e-7,1.21e-6
Female,white,2023,45,7e-7,5.3e-7,9.1e-7
Female,white,2023,50,6e-7,4.5e-7,7.9e-7
Female,white,2023,55,4.3e-7,3.1e-7,5.8e-7
Female,white,2023,60,2.9e-7,1.9e-7,4.1e-7
Female,white,2023,65,2e-7,1.2e-7,3e-7
Female,white,2023,70,1.4e-7,7e-8,2.2e-7
Female,white,2023,75,2.1e-7,1.2e-7,3.3e-7
Female,white,2023,80,2.6e-7,1.6e-7,4.1e-7
Male,aian,2013,0,0,0,3e-8
Male,aian,2013,1,5e-8,1e-8,1e-7
Male,aian,2013,5,4e-8,1e-8,8e-8
Male,aian,2013,10,7e-8,3e-8,1.4e-7
Male,aian,2013,15,1.87e-6,1.36e-6,2.46e-6
Male,aian,2013,20,9.51e-6,7.43e-6,1.168e-5
Male,aian,2013,25,1.532e-5,1.267e-5,1.844e-5
Male,aian,2013,30,1.629e-5,1.356e-5,1.961e-5
Male,aian,2013,35,1.701e-5,1.402e-5,2.03e-5
Male,aian,2013,40,1.209e-5,9.57e-6,1.463e-5
Male,aian,2013,45,9.94e-6,7.94e-6,1.21e-5
Male,aian,2013,50,6.89e-6,5.49e-6,8.46e-6
Male,aian,2013,55,4.83e-6,3.74e-6,6.02e-6
Male,aian,2013,60,4.14e-6,3.2e-6,5.24e-6
Male,aian,2013,65,2.54e-6,1.86e-6,3.34e-6
Male,aian,2013,70,1.95e-6,1.38e-6,2.6710000000000584e-6
Male,aian,2013,75,1.73e-6,1.22e-6,2.41e-6
Male,aian,2013,80,2.12e-6,1.45e-6,3.02e-6
Male,aian,2014,0,0,0,3e-8
Male,aian,2014,1,5e-8,1e-8,1e-7
Male,aian,2014,5,4e-8,1e-8,8e-8
Male,aian,2014,10,7e-8,3e-8,1.4e-7
Male,aian,2014,15,1.84e-6,1.33e-6,2.42e-6
Male,aian,2014,20,9.36e-6,7.31e-6,1.149e-5
Male,aian,2014,25,1.506e-5,1.247e-5,1.814e-5
Male,aian,2014,30,1.602e-5,1.335e-5,1.93e-5
Male,aian,2014,35,1.672e-5,1.38e-5,1.997e-5
Male,aian,2014,40,1.187e-5,9.42e-6,1.439e-5
Male,aian,2014,45,9.78e-6,7.8e-6,1.189e-5
Male,aian,2014,50,6.78e-6,5.4e-6,8.29e-6
Male,aian,2014,55,4.75e-6,3.69e-6,5.92e-6
Male,aian,2014,60,4.08e-6,3.15e-6,5.14e-6
Male,aian,2014,65,2.5e-6,1.83e-6,3.27e-6
Male,aian,2014,70,1.92e-6,1.36e-6,2.63e-6
Male,aian,2014,75,1.7e-6,1.2e-6,2.37e-6
Male,aian,2014,80,2.09e-6,1.42e-6,2.96e-6
Male,aian,2015,0,0,0,3e-8
Male,aian,2015,1,5e-8,1e-8,1e-7
Male,aian,2015,5,4e-8,1e-8,8e-8
Male,aian,2015,10,8e-8,3e-8,1.4e-7
Male,aian,2015,15,1.9e-6,1.38e-6,2.49e-6
Male,aian,2015,20,9.66e-6,7.54e-6,1.185e-5
Male,aian,2015,25,1.555e-5,1.287e-5,1.87e-5
Male,aian,2015,30,1.651e-5,1.377e-5,1.987e-5
Male,aian,2015,35,1.725e-5,1.424e-5,2.055e-5
Male,aian,2015,40,1.227e-5,9.73e-6,1.482e-5
Male,aian,2015,45,1.009e-5,8.04e-6,1.225e-5
Male,aian,2015,50,6.98e-6,5.57e-6,8.55e-6
Male,aian,2015,55,4.89e-6,3.8e-6,6.1e-6
Male,aian,2015,60,4.2e-6,3.25e-6,5.3e-6
Male,aian,2015,65,2.57e-6,1.88e-6,3.38e-6
Male,aian,2015,70,1.98e-6,1.4e-6,2.71e-6
Male,aian,2015,75,1.75e-6,1.24e-6,2.44e-6
Male,aian,2015,80,2.15e-6,1.47e-6,3.05e-6
Male,aian,2016,0,0,0,3e-8
Male,aian,2016,1,5e-8,1e-8,1e-7
Male,aian,2016,5,4e-8,1e-8,8e-8
Male,aian,2016,10,7e-8,3e-8,1.4e-7
Male,aian,2016,15,1.88e-6,1.36e-6,2.46e-6
Male,aian,2016,20,9.53e-6,7.43e-6,1.169e-5
Male,aian,2016,25,1.533e-5,1.271e-5,1.843e-5
Male,aian,2016,30,1.631e-5,1.36e-5,1.963e-5
Male,aian,2016,35,1.703e-5,1.407e-5,2.028e-5
Male,aian,2016,40,1.209e-5,9.6e-6,1.464e-5
Male,aian,2016,45,9.95e-6,7.96e-6,1.211e-5
Male,aian,2016,50,6.89e-6,5.5e-6,8.45e-6
Male,aian,2016,55,4.83e-6,3.75e-6,6.03e-6
Male,aian,2016,60,4.15e-6,3.21e-6,5.23e-6
Male,aian,2016,65,2.54e-6,1.86e-6,3.34e-6
Male,aian,2016,70,1.95e-6,1.39e-6,2.67e-6
Male,aian,2016,75,1.74e-6,1.22e-6,2.41e-6
Male,aian,2016,80,2.12e-6,1.45e-6,3.02e-6
Male,aian,2017,0,0,0,3e-8
Male,aian,2017,1,5e-8,1e-8,1e-7
Male,aian,2017,5,4e-8,1e-8,8e-8
Male,aian,2017,10,8e-8,3e-8,1.4e-7
Male,aian,2017,15,1.94e-6,1.4e-6,2.54e-6
Male,aian,2017,20,9.84e-6,7.7e-6,1.207e-5
Male,aian,2017,25,1.581e-5,1.313e-5,1.906e-5
Male,aian,2017,30,1.681e-5,1.404e-5,2.027e-5
Male,aian,2017,35,1.757e-5,1.453e-5,2.094e-5
Male,aian,2017,40,1.249e-5,9.92e-6,1.51e-5
Male,aian,2017,45,1.027e-5,8.21e-6,1.249e-5
Male,aian,2017,50,7.12e-6,5.68e-6,8.73e-6
Male,aian,2017,55,4.98e-6,3.88e-6,6.21e-6
Male,aian,2017,60,4.28e-6,3.31e-6,5.39e-6
Male,aian,2017,65,2.62e-6,1.92e-6,3.44e-6
Male,aian,2017,70,2.02e-6,1.43e-6,2.76e-6
Male,aian,2017,75,1.79e-6,1.26e-6,2.48e-6
Male,aian,2017,80,2.19e-6,1.5e-6,3.11e-6
Male,aian,2018,0,0,0,3e-8
Male,aian,2018,1,5e-8,2e-8,1.1e-7
Male,aian,2018,5,4e-8,1e-8,9e-8
Male,aian,2018,10,8e-8,3e-8,1.5e-7
Male,aian,2018,15,2e-6,1.45e-6,2.62e-6
Male,aian,2018,20,1.017e-5,7.94e-6,1.246e-5
Male,aian,2018,25,1.635e-5,1.357e-5,1.968e-5
Male,aian,2018,30,1.738e-5,1.452e-5,2.096e-5
Male,aian,2018,35,1.817e-5,1.503e-5,2.164e-5
Male,aian,2018,40,1.291e-5,1.025e-5,1.56e-5
Male,aian,2018,45,1.061e-5,8.48e-6,1.289e-5
Male,aian,2018,50,7.36e-6,5.87e-6,9.01e-6
Male,aian,2018,55,5.15e-6,4.01e-6,6.42e-6
Male,aian,2018,60,4.42e-6,3.43e-6,5.58e-6
Male,aian,2018,65,2.7e-6,1.99e-6,3.55e-6
Male,aian,2018,70,2.09e-6,1.48e-6,2.85e-6
Male,aian,2018,75,1.85e-6,1.3e-6,2.56e-6
Male,aian,2018,80,2.27e-6,1.55e-6,3.21e-6
Male,aian,2019,0,0,0,3e-8
Male,aian,2019,1,5e-8,1e-8,1e-7
Male,aian,2019,5,4e-8,1e-8,8e-8
Male,aian,2019,10,8e-8,3e-8,1.4e-7
Male,aian,2019,15,1.92e-6,1.39e-6,2.51e-6
Male,aian,2019,20,9.74e-6,7.6e-6,1.194e-5
Male,aian,2019,25,1.566e-5,1.298e-5,1.883e-5
Male,aian,2019,30,1.665e-5,1.387e-5,2.004e-5
Male,aian,2019,35,1.739e-5,1.438e-5,2.071e-5
Male,aian,2019,40,1.236e-5,9.81e-6,1.492e-5
Male,aian,2019,45,1.015e-5,8.13e-6,1.234e-5
Male,aian,2019,50,7.05e-6,5.62e-6,8.62e-6
Male,aian,2019,55,4.93e-6,3.83e-6,6.14e-6
Male,aian,2019,60,4.24e-6,3.28e-6,5.35e-6
Male,aian,2019,65,2.59e-6,1.9e-6,3.41e-6
Male,aian,2019,70,2e-6,1.42e-6,2.73e-6
Male,aian,2019,75,1.77e-6,1.25e-6,2.46e-6
Male,aian,2019,80,2.17e-6,1.48e-6,3.08e-6
Male,aian,2020,0,0,0,3e-8
Male,aian,2020,1,5e-8,2e-8,1.1e-7
Male,aian,2020,5,4e-8,1e-8,8e-8
Male,aian,2020,10,8e-8,3e-8,1.4e-7
Male,aian,2020,15,1.97e-6,1.43e-6,2.58e-6
Male,aian,2020,20,9.98e-6,7.78e-6,1.225e-5
Male,aian,2020,25,1.605e-5,1.332e-5,1.93e-5
Male,aian,2020,30,1.708e-5,1.425e-5,2.055e-5
Male,aian,2020,35,1.785e-5,1.475e-5,2.123e-5
Male,aian,2020,40,1.268e-5,1.006e-5,1.53e-5
Male,aian,2020,45,1.043e-5,8.32e-6,1.269e-5
Male,aian,2020,50,7.23e-6,5.76e-6,8.84e-6
Male,aian,2020,55,5.06e-6,3.93e-6,6.31e-6
Male,aian,2020,60,4.35e-6,3.36e-6,5.48e-6
Male,aian,2020,65,2.66e-6,1.95e-6,3.49e-6
Male,aian,2020,70,2.05e-6,1.45e-6,2.8e-6
Male,aian,2020,75,1.82e-6,1.28e-6,2.52e-6
Male,aian,2020,80,2.23e-6,1.52e-6,3.15e-6
Male,aian,2021,0,0,0,3e-8
Male,aian,2021,1,5e-8,2e-8,1.1e-7
Male,aian,2021,5,4e-8,1e-8,8e-8
Male,aian,2021,10,8e-8,3e-8,1.4e-7
Male,aian,2021,15,1.97e-6,1.43e-6,2.58e-6
Male,aian,2021,20,9.99e-6,7.82e-6,1.225e-5
Male,aian,2021,25,1.609e-5,1.334e-5,1.931e-5
Male,aian,2021,30,1.711e-5,1.427e-5,2.056e-5
Male,aian,2021,35,1.786e-5,1.479e-5,2.127e-5
Male,aian,2021,40,1.271e-5,1.008e-5,1.532e-5
Male,aian,2021,45,1.044e-5,8.358999999999979e-6,1.267e-5
Male,aian,2021,50,7.24e-6,5.77e-6,8.86e-6
Male,aian,2021,55,5.06e-6,3.94e-6,6.3e-6
Male,aian,2021,60,4.35e-6,3.37e-6,5.48e-6
Male,aian,2021,65,2.66e-6,1.96e-6,3.5e-6
Male,aian,2021,70,2.05e-6,1.46e-6,2.8e-6
Male,aian,2021,75,1.82e-6,1.28e-6,2.52e-6
Male,aian,2021,80,2.23e-6,1.52e-6,3.16e-6
Male,aian,2022,0,0,0,3e-8
Male,aian,2022,1,5e-8,2e-8,1.1e-7
Male,aian,2022,5,4e-8,1e-8,9e-8
Male,aian,2022,10,8e-8,4e-8,1.5e-7
Male,aian,2022,15,2.06e-6,1.49e-6,2.7e-6
Male,aian,2022,20,1.045e-5,8.16e-6,1.286e-5
Male,aian,2022,25,1.682e-5,1.392e-5,2.026e-5
Male,aian,2022,30,1.787e-5,1.49e-5,2.157e-5
Male,aian,2022,35,1.868e-5,1.541e-5,2.227e-5
Male,aian,2022,40,1.327e-5,1.051e-5,1.605e-5
Male,aian,2022,45,1.091e-5,8.72e-6,1.328e-5
Male,aian,2022,50,7.57e-6,6.04e-6,9.26e-6
Male,aian,2022,55,5.3e-6,4.11e-6,6.61e-6
Male,aian,2022,60,4.55e-6,3.52e-6,5.74e-6
Male,aian,2022,65,2.78e-6,2.04e-6,3.66e-6
Male,aian,2022,70,2.15e-6,1.53e-6,2.93e-6
Male,aian,2022,75,1.9e-6,1.34e-6,2.64e-6
Male,aian,2022,80,2.33e-6,1.59e-6,3.3e-6
Male,aian,2023,0,0,0,3e-8
Male,aian,2023,1,5e-8,2e-8,1.2e-7
Male,aian,2023,5,4e-8,1e-8,9e-8
Male,aian,2023,10,9e-8,4e-8,1.6e-7
Male,aian,2023,15,2.17e-6,1.58e-6,2.85e-6
Male,aian,2023,20,1.104e-5,8.58e-6,1.362e-5
Male,aian,2023,25,1.775e-5,1.464e-5,2.143e-5
Male,aian,2023,30,1.886e-5,1.565e-5,2.285e-5
Male,aian,2023,35,1.973e-5,1.621e-5,2.36e-5
Male,aian,2023,40,1.4e-5,1.107e-5,1.699e-5
Male,aian,2023,45,1.151e-5,9.17e-6,1.407e-5
Male,aian,2023,50,7.99e-6,6.35e-6,9.8199999999999992e-06
Male,aian,2023,55,5.59e-6,4.33e-6,7.01e-6
Male,aian,2023,60,4.8e-6,3.7e-6,6.08e-6
Male,aian,2023,65,2.94e-6,2.16e-6,3.87e-6
Male,aian,2023,70,2.26e-6,1.61e-6,3.1e-6
Male,aian,2023,75,2.01e-6,1.41e-6,2.79e-6
Male,aian,2023,80,2.46e-6,1.68e-6,3.49e-6
Male,api,2013,0,0,0,3e-8
Male,api,2013,1,3e-8,1e-8,9e-8
Male,api,2013,5,3e-8,1e-8,8e-8
Male,api,2013,10,5e-8,1e-8,1.2e-7
Male,api,2013,15,6.9e-7,3.9e-7,1.14e-6
Male,api,2013,20,2.84e-6,2.02e-6,3.94e-6
Male,api,2013,25,3.71e-6,2.73e-6,4.99e-6
Male,api,2013,30,4.9e-6,3.68e-6,6.46e-6
Male,api,2013,35,4.44e-6,3.29e-6,5.89e-6
Male,api,2013,40,3.95e-6,2.9e-6,5.3e-6
Male,api,2013,45,3.22e-6,2.3e-6,4.41e-6
Male,api,2013,50,2.78e-6,1.94e-6,3.92e-6
Male,api,2013,55,1.94e-6,1.29e-6,2.86e-6
Male,api,2013,60,1.71e-6,1.1e-6,2.59e-6
Male,api,2013,65,9.2e-7,5e-7,1.56e-6
Male,api,2013,70,5.4e-7,2.3e-7,1.02e-6
Male,api,2013,75,7e-7,3.6e-7,1.24e-6
Male,api,2013,80,7.9e-7,3.7e-7,1.44e-6
Male,api,2014,0,0,0,3e-8
Male,api,2014,1,3e-8,1e-8,9e-8
Male,api,2014,5,3e-8,1e-8,8e-8
Male,api,2014,10,5e-8,1e-8,1.1e-7
Male,api,2014,15,6.8e-7,3.9e-7,1.12e-6
Male,api,2014,20,2.81e-6,2e-6,3.85e-6
Male,api,2014,25,3.67e-6,2.7e-6,4.9e-6
Male,api,2014,30,4.83e-6,3.63e-6,6.36e-6
Male,api,2014,35,4.37e-6,3.27e-6,5.78e-6
Male,api,2014,40,3.9e-6,2.88e-6,5.2e-6
Male,api,2014,45,3.18e-6,2.29e-6,4.32e-6
Male,api,2014,50,2.75e-6,1.93e-6,3.84e-6
Male,api,2014,55,1.92e-6,1.28e-6,2.8e-6
Male,api,2014,60,1.69e-6,1.09e-6,2.54e-6
Male,api,2014,65,9.1e-7,5e-7,1.52e-6
Male,api,2014,70,5.3e-7,2.3e-7,1e-6
Male,api,2014,75,6.9e-7,3.5e-7,1.22e-6
Male,api,2014,80,7.8e-7,3.7e-7,1.42e-6
Male,api,2015,0,0,0,4e-8
Male,api,2015,1,4e-8,1e-8,1.1e-7
Male,api,2015,5,4e-8,1e-8,1e-7
Male,api,2015,10,6e-8,2e-8,1.4e-7
Male,api,2015,15,8.4e-7,4.8e-7,1.38e-6
Male,api,2015,20,3.44e-6,2.46e-6,4.81e-6
Male,api,2015,25,4.49e-6,3.3e-6,6.14e-6
Male,api,2015,30,5.92e-6,4.47e-6,7.93e-6
Male,api,2015,35,5.36e-6,3.99e-6,7.25e-6
Male,api,2015,40,4.78e-6,3.53e-6,6.49e-6
Male,api,2015,45,3.89e-6,2.81e-6,5.4e-6
Male,api,2015,50,3.38e-6,2.38e-6,4.77e-6
Male,api,2015,55,2.36e-6,1.58e-6,3.47e-6
Male,api,2015,60,2.08e-6,1.34e-6,3.16e-6
Male,api,2015,65,1.12e-6,6.2e-7,1.88e-6
Male,api,2015,70,6.6e-7,2.8e-7,1.24e-6
Male,api,2015,75,8.5e-7,4.4e-7,1.5e-6
Male,api,2015,80,9.6e-7,4.5e-7,1.75e-6
Male,api,2016,0,0,0,3e-8
Male,api,2016,1,3e-8,1e-8,9e-8
Male,api,2016,5,3e-8,1e-8,8e-8
Male,api,2016,10,5e-8,1e-8,1.1e-7
Male,api,2016,15,6.6e-7,3.7e-7,1.09e-6
Male,api,2016,20,2.73e-6,1.94e-6,3.76e-6
Male,api,2016,25,3.57e-6,2.61e-6,4.76e-6
Male,api,2016,30,4.71e-6,3.53e-6,6.17e-6
Male,api,2016,35,4.26e-6,3.15e-6,5.64e-6
Male,api,2016,40,3.79e-6,2.77e-6,5.07e-6
Male,api,2016,45,3.09e-6,2.22e-6,4.19e-6
Male,api,2016,50,2.67e-6,1.88e-6,3.72e-6
Male,api,2016,55,1.87e-6,1.25e-6,2.72e-6
Male,api,2016,60,1.64e-6,1.06e-6,2.47e-6
Male,api,2016,65,8.9e-7,4.8e-7,1.47e-6
Male,api,2016,70,5.2e-7,2.2e-7,9.7e-7
Male,api,2016,75,6.7e-7,3.4e-7,1.19e-6
Male,api,2016,80,7.6e-7,3.6e-7,1.38e-6
Male,api,2017,0,0,0,3e-8
Male,api,2017,1,3e-8,1e-8,8e-8
Male,api,2017,5,3e-8,0,7e-8
Male,api,2017,10,5e-8,1e-8,1.1e-7
Male,api,2017,15,6.3e-7,3.5e-7,1.04e-6
Male,api,2017,20,2.6e-6,1.82e-6,3.61e-6
Male,api,2017,25,3.4e-6,2.46e-6,4.56e-6
Male,api,2017,30,4.5e-6,3.31e-6,5.93e-6
Male,api,2017,35,4.07e-6,2.96e-6,5.39e-6
Male,api,2017,40,3.62e-6,2.61e-6,4.87e-6
Male,api,2017,45,2.95e-6,2.09e-6,4.03e-6
Male,api,2017,50,2.55e-6,1.76e-6,3.56e-6
Male,api,2017,55,1.78e-6,1.17e-6,2.61e-6
Male,api,2017,60,1.57e-6,1e-6,2.36e-6
Male,api,2017,65,8.4e-7,4.6e-7,1.42e-6
Male,api,2017,70,4.9e-7,2.1e-7,9.2e-7
Male,api,2017,75,6.4e-7,3.2e-7,1.13e-6
Male,api,2017,80,7.2e-7,3.4e-7,1.32e-6
Male,api,2018,0,0,0,4e-8
Male,api,2018,1,4e-8,1e-8,1e-7
Male,api,2018,5,4e-8,1e-8,9e-8
Male,api,2018,10,6e-8,2e-8,1.2e-7
Male,api,2018,15,7.5e-7,4.3e-7,1.23e-6
Male,api,2018,20,3.09e-6,2.22e-6,4.24e-6
Male,api,2018,25,4.04e-6,2.99e-6,5.38e-6
Male,api,2018,30,5.32e-6,4.03e-6,6.97e-6
Male,api,2018,35,4.81e-6,3.62e-6,6.37e-6
Male,api,2018,40,4.28e-6,3.18e-6,5.73e-6
Male,api,2018,45,3.49e-6,2.54e-6,4.75e-6
Male,api,2018,50,3.03e-6,2.15e-6,4.19e-6
Male,api,2018,55,2.11e-6,1.43e-6,3.05e-6
Male,api,2018,60,1.86e-6,1.21e-6,2.79e-6
Male,api,2018,65,1e-6,5.5e-7,1.66e-6
Male,api,2018,70,5.9e-7,2.5e-7,1.1e-6
Male,api,2018,75,7.6e-7,3.9e-7,1.34e-6
Male,api,2018,80,8.6e-7,4.1e-7,1.55e-6
Male,api,2019,0,0,0,4e-8
Male,api,2019,1,4e-8,1e-8,1e-7
Male,api,2019,5,4e-8,1e-8,9e-8
Male,api,2019,10,6e-8,2e-8,1.3e-7
Male,api,2019,15,7.7e-7,4.4e-7,1.25e-6
Male,api,2019,20,3.15e-6,2.26e-6,4.35e-6
Male,api,2019,25,4.11e-6,3.05e-6,5.52e-6
Male,api,2019,30,5.41e-6,4.12e-6,7.12e-6
Male,api,2019,35,4.9e-6,3.69e-6,6.5e-6
Male,api,2019,40,4.37e-6,3.25e-6,5.86e-6
Male,api,2019,45,3.56e-6,2.59e-6,4.84e-6
Male,api,2019,50,3.08e-6,2.19e-6,4.3e-6
Male,api,2019,55,2.15e-6,1.45e-6,3.13e-6
Male,api,2019,60,1.89e-6,1.23e-6,2.86e-6
Male,api,2019,65,1.02e-6,5.6e-7,1.7e-6
Male,api,2019,70,6e-7,2.6e-7,1.12e-6
Male,api,2019,75,7.8e-7,4e-7,1.37e-6
Male,api,2019,80,8.8e-7,4.1e-7,1.59e-6
Male,api,2020,0,0,0,3e-8
Male,api,2020,1,4e-8,1e-8,9e-8
Male,api,2020,5,3e-8,1e-8,8e-8
Male,api,2020,10,5e-8,1e-8,1.2e-7
Male,api,2020,15,7e-7,4e-7,1.15e-6
Male,api,2020,20,2.9e-6,2.06e-6,3.98e-6
Male,api,2020,25,3.79e-6,2.78e-6,5.04e-6
Male,api,2020,30,4.99e-6,3.75e-6,6.53e-6
Male,api,2020,35,4.52e-6,3.36e-6,5.95e-6
Male,api,2020,40,4.02e-6,2.96e-6,5.35e-6
Male,api,2020,45,3.27e-6,2.36e-6,4.46e-6
Male,api,2020,50,2.83e-6,2e-6,3.94e-6
Male,api,2020,55,1.97e-6,1.32e-6,2.89e-6
Male,api,2020,60,1.74e-6,1.12e-6,2.64e-6
Male,api,2020,65,9.4e-7,5.1e-7,1.58e-6
Male,api,2020,70,5.5e-7,2.3e-7,1.03e-6
Male,api,2020,75,7.1e-7,3.6e-7,1.26e-6
Male,api,2020,80,8e-7,3.8e-7,1.47e-6
Male,api,2021,0,0,0,3e-8
Male,api,2021,1,3e-8,1e-8,8e-8
Male,api,2021,5,3e-8,1e-8,8e-8
Male,api,2021,10,5e-8,1e-8,1.1e-7
Male,api,2021,15,6.4e-7,3.6e-7,1.06e-6
Male,api,2021,20,2.66e-6,1.85e-6,3.68e-6
Male,api,2021,25,3.48e-6,2.5e-6,4.65e-6
Male,api,2021,30,4.58e-6,3.38e-6,6.03e-6
Male,api,2021,35,4.15e-6,3.02e-6,5.52e-6
Male,api,2021,40,3.69e-6,2.66e-6,4.96e-6
Male,api,2021,45,3.01e-6,2.13e-6,4.11e-6
Male,api,2021,50,2.6e-6,1.8e-6,3.65e-6
Male,api,2021,55,1.81e-6,1.2e-6,2.65e-6
Male,api,2021,60,1.6e-6,1.02e-6,2.41e-6
Male,api,2021,65,8.6e-7,4.7e-7,1.44e-6
Male,api,2021,70,5e-7,2.1e-7,9.4e-7
Male,api,2021,75,6.5e-7,3.3e-7,1.15e-6
Male,api,2021,80,7.4e-7,3.4e-7,1.35e-6
Male,api,2022,0,0,0,3e-8
Male,api,2022,1,3e-8,1e-8,9e-8
Male,api,2022,5,3e-8,1e-8,8e-8
Male,api,2022,10,5e-8,1e-8,1.1e-7
Male,api,2022,15,6.5e-7,3.7e-7,1.08e-6
Male,api,2022,20,2.7e-6,1.87e-6,3.75e-6
Male,api,2022,25,3.53e-6,2.51e-6,4.75e-6
Male,api,2022,30,4.66e-6,3.39e-6,6.16e-6
Male,api,2022,35,4.21e-6,3.04e-6,5.61e-6
Male,api,2022,40,3.75e-6,2.66e-6,5.07e-6
Male,api,2022,45,3.05e-6,2.14e-6,4.18e-6
Male,api,2022,50,2.65e-6,1.81e-6,3.7e-6
Male,api,2022,55,1.84e-6,1.2e-6,2.7e-6
Male,api,2022,60,1.62e-6,1.03e-6,2.45e-6
Male,api,2022,65,8.7e-7,4.7e-7,1.46e-6
Male,api,2022,70,5.1e-7,2.2e-7,9.5e-7
Male,api,2022,75,6.6e-7,3.3e-7,1.17e-6
Male,api,2022,80,7.4e-7,3.5e-7,1.37e-6
Male,api,2023,0,0,0,4e-8
Male,api,2023,1,4e-8,1e-8,1e-7
Male,api,2023,5,4e-8,1e-8,9e-8
Male,api,2023,10,6e-8,2e-8,1.3e-7
Male,api,2023,15,7.6e-7,4.3e-7,1.25e-6
Male,api,2023,20,3.11e-6,2.19e-6,4.3e-6
Male,api,2023,25,4.07e-6,2.95e-6,5.46e-6
Male,api,2023,30,5.36e-6,3.988999999999978e-6,7.07e-6
Male,api,2023,35,4.84e-6,3.58e-6,6.45e-6
Male,api,2023,40,4.32e-6,3.14e-6,5.83e-6
Male,api,2023,45,3.51e-6,2.53e-6,4.78e-6
Male,api,2023,50,3.04e-6,2.14e-6,4.24e-6
Male,api,2023,55,2.13e-6,1.43e-6,3.09e-6
Male,api,2023,60,1.87e-6,1.21e-6,2.81e-6
Male,api,2023,65,1.01e-6,5.5e-7,1.67e-6
Male,api,2023,70,5.9e-7,2.5e-7,1.1e-6
Male,api,2023,75,7.7e-7,3.9e-7,1.35e-6
Male,api,2023,80,8.6e-7,4.1e-7,1.57e-6
Male,black,2013,0,0,0,3e-8
Male,black,2013,1,6e-8,2e-8,1.4e-7
Male,black,2013,5,4e-8,1e-8,9e-8
Male,black,2013,10,1e-7,4e-8,2e-7
Male,black,2013,15,5.32e-6,4.37e-6,6.42e-6
Male,black,2013,20,2.819e-5,2.445e-5,3.237e-5
Male,black,2013,25,3.357e-5,2.916e-5,3.85e-5
Male,black,2013,30,3.593e-5,3.113e-5,4.134e-5
Male,black,2013,35,3.264e-5,2.828e-5,3.754e-5
Male,black,2013,40,2.443e-5,2.105e-5,2.825e-5
Male,black,2013,45,1.753e-5,1.495e-5,2.046e-5
Male,black,2013,50,1.183e-5,9.96e-6,1.396e-5
Male,black,2013,55,7.21e-6,5.94e-6,8.69e-6
Male,black,2013,60,6.65e-6,5.41e-6,8.11e-6
Male,black,2013,65,4.09e-6,3.12e-6,5.29e-6
Male,black,2013,70,3.19e-6,2.28e-6,4.33e-6
Male,black,2013,75,2.51e-6,1.65e-6,3.68e-6
Male,black,2013,80,3.11e-6,1.93e-6,4.77e-6
Male,black,2014,0,0,0,3e-8
Male,black,2014,1,5e-8,1e-8,1.3e-7
Male,black,2014,5,3e-8,1e-8,8e-8
Male,black,2014,10,9e-8,3e-8,1.8e-7
Male,black,2014,15,4.76e-6,3.92e-6,5.73e-6
Male,black,2014,20,2.526e-5,2.196e-5,2.888e-5
Male,black,2014,25,3.008e-5,2.621e-5,3.434e-5
Male,black,2014,30,3.221e-5,2.802e-5,3.683e-5
Male,black,2014,35,2.925e-5,2.537e-5,3.353e-5
Male,black,2014,40,2.1905e-5,1.892e-5,2.523e-5
Male,black,2014,45,1.571e-5,1.3458999999999977e-5,1.827e-5
